Time	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
6918	1229230	1269294	1265002	1227903	1309291	1360912	1283311	1155930	1301596	1214116	1075964	1022758	1127945	1154045	1205125	1144081	1146732	1210201	1195820	1194624	1325119	1348163	1143744	1096428	1079209	1128744	1154478	1081259	1076596	1131139	1071944	1108443	1148446	1230951	1087256	979353.7	1014771	1075256	1118210	1078954	1148397	1204118	1107946	1048214	1100543	1075432	1005428	919217.7	1016826	1105618	1125935	1077223	1093514	1142164	1139507	1101676	1054454	1089121	1003462	937555.3	1091119	1182598	1215287	1142142	1180116	1180149	1141100	1080316	1087037	1156427	1033319	974456.9	1152526	1310937	1362548	1254630	1272609	1337249	1227935	1168973	1155762	1209784	1109484	1043019	1147756	1258783	1302167	1209433	1356925	1268607	1178460	1198243	1200832	1288047	1141735	1135840	
6938	1221697	1277675	1264538	1225883	1309069	1352458	1282404	1144178	1305956	1217871	1074663	1019771	1114018	1154988	1194085	1146800	1146672	1208389	1209327	1189855	1317725	1346697	1140186	1102039	1074074	1124298	1150509	1079814	1082916	1129127	1075778	1100042	1142795	1237589	1079971	987596.7	1022716	1090644	1117295	1079793	1135583	1190235	1101225	1050252	1093644	1086884	1017455	907465.1	1007203	1104222	1133388	1072969	1096749	1141174	1126031	1114305	1058529	1091984	1009330	943957.6	1089729	1176914	1216023	1172393	1176882	1171311	1137065	1085605	1091871	1155052	1029630	978941.1	1159334	1306263	1362576	1257214	1275573	1326101	1236443	1173055	1160320	1211561	1100390	1044700	1163013	1258880	1299036	1203102	1354961	1266707	1182654	1199681	1212999	1284798	1142537	1134929	
6959	1222483	1278382	1269842	1227018	1310858	1350885	1292929	1151006	1300537	1206134	1071975	1016121	1119038	1157540	1192236	1158884	1150352	1207524	1199244	1199407	1326602	1352563	1138749	1096133	1069194	1122742	1152933	1070454	1072640	1129301	1083210	1095503	1143549	1241753	1073089	978176.3	1012166	1095236	1118939	1088048	1128092	1186576	1102656	1044687	1081979	1077521	1040028	917199.9	1012642	1101606	1125885	1070154	1094279	1132360	1120092	1113342	1055528	1099848	1017284	941621.6	1087581	1182327	1216134	1167968	1172394	1175310	1138928	1091876	1081736	1150611	1030363	975555	1167588	1308770	1365874	1283201	1274549	1331513	1235221	1173420	1159442	1208647	1106159	1041036	1164528	1260640	1297088	1210012	1349382	1262807	1179400	1194972	1223948	1285031	1150841	1130581	
6978	1225717	1267201	1262727	1227187	1320128	1341223	1274562	1147859	1298699	1214028	1078361	1023847	1120725	1161629	1194225	1151276	1175185	1218683	1202091	1196409	1320236	1342571	1143368	1095783	1079087	1129613	1154607	1084879	1078172	1125168	1075335	1085222	1141575	1230737	1077284	988895	1009479	1086277	1112607	1089723	1128694	1199082	1107267	1042248	1071702	1076482	1037070	909040.3	1012398	1108917	1115680	1077352	1099427	1127998	1118907	1108091	1057751	1085944	1010698	940543.4	1092630	1185040	1213850	1162398	1164863	1171551	1144977	1090169	1087830	1153729	1029261	975056.9	1156620	1304944	1353222	1307243	1279510	1332984	1223101	1175649	1154362	1206296	1105655	1049696	1167002	1253121	1290870	1206514	1344045	1266553	1188201	1193867	1223381	1276066	1145192	1126212	
6999	1222635	1276663	1262388	1234619	1304529	1339124	1280756	1133806	1303219	1204597	1071601	1011750	1118678	1162714	1189519	1150770	1191542	1237968	1195418	1201575	1326162	1345487	1134874	1095661	1080633	1122204	1147658	1073930	1073557	1125402	1075405	1086997	1125805	1230510	1073524	980219.4	1011796	1088508	1107718	1081916	1133599	1194773	1093332	1033336	1078379	1078912	1034888	913183.6	1004405	1109937	1125734	1074111	1104608	1130825	1116939	1109469	1054506	1086956	1003973	945888.6	1093072	1181616	1210652	1162963	1165007	1168326	1136045	1088723	1090528	1152424	1032134	972666.3	1159291	1311456	1353860	1313187	1272806	1330962	1228657	1165686	1149441	1203913	1098783	1046097	1164361	1257792	1290577	1208473	1338545	1257897	1191743	1195824	1228590	1279537	1139800	1127032	
7020	1220691	1276852	1260547	1229295	1306443	1334437	1280476	1141574	1293534	1205444	1079916	1020084	1124621	1158790	1207062	1153682	1193566	1239784	1206614	1200243	1318115	1345045	1133225	1106270	1072530	1119433	1141954	1082883	1076411	1121727	1072515	1081006	1132546	1228825	1064100	982897	1012966	1090271	1112808	1080458	1134101	1193128	1098630	1034913	1073515	1086589	1043017	917951.3	1017134	1108637	1116888	1075572	1103289	1131171	1110851	1104303	1061479	1086112	1005251	934926.3	1099107	1182977	1214397	1159895	1163888	1177378	1132973	1089481	1085435	1163670	1033293	966421.1	1156490	1306443	1350543	1302065	1294441	1328236	1211252	1167335	1150255	1205598	1102834	1042452	1170891	1248570	1279187	1214572	1334301	1260433	1188852	1193164	1229363	1286756	1148586	1119056	
7039	1213297	1275783	1256987	1231388	1306757	1326980	1281246	1150915	1294411	1204868	1089841	1017051	1116960	1157870	1190741	1135485	1183681	1234364	1201830	1192750	1311546	1348081	1138351	1109734	1071052	1119028	1144030	1080953	1078866	1128116	1071141	1078190	1134119	1233717	1065939	990179.4	1015481	1094945	1112170	1080600	1122377	1189269	1095536	1032284	1069285	1078815	1033393	906610.1	1012753	1103576	1117658	1082324	1095202	1130990	1107408	1107222	1048505	1082143	1009403	946037.6	1100159	1180534	1215226	1156153	1159922	1166579	1129113	1114056	1081912	1162666	1037002	978264.7	1149934	1306879	1351627	1310561	1315345	1321010	1210638	1171170	1153612	1204124	1105709	1047081	1163172	1268842	1280907	1208257	1333751	1259636	1179229	1194329	1217883	1291791	1143970	1124784	
7059	1221172	1276667	1258249	1228785	1311030	1322807	1277262	1144359	1294907	1199764	1075458	1016321	1122536	1160049	1192461	1138177	1177525	1239384	1196734	1203226	1305326	1361646	1138550	1106093	1066973	1121267	1139090	1084768	1077501	1116653	1059714	1082081	1125477	1222474	1065161	980153	1014929	1093254	1105674	1071191	1118070	1185972	1092895	1036297	1069204	1074479	1036118	908974	1012934	1110185	1120759	1073047	1099477	1123552	1106534	1110877	1052702	1089216	1006971	948803.9	1092050	1185861	1214642	1162598	1160564	1170373	1134658	1124691	1084483	1154347	1036068	965879.7	1161147	1311609	1349941	1304485	1327348	1317424	1206814	1166687	1146627	1207418	1100795	1052346	1165679	1262954	1282973	1206365	1337520	1264840	1174931	1201111	1226035	1289806	1141642	1123945	
7080	1229492	1262017	1253921	1242110	1293657	1322673	1292882	1150401	1284062	1202907	1080115	1014075	1116934	1160227	1189946	1131380	1180372	1241152	1206514	1203349	1292337	1379147	1135116	1095922	1069176	1122173	1145180	1083218	1071130	1118570	1074538	1082217	1130060	1216457	1065484	981907	1011542	1091129	1116315	1076313	1113521	1186740	1097831	1041779	1069901	1084221	1030120	914127.4	1005159	1110365	1119992	1066496	1098676	1117778	1096653	1105931	1062077	1095556	1013918	942426.3	1084345	1194114	1223512	1149544	1158170	1164996	1131087	1115930	1078110	1155864	1039789	971544.9	1146469	1298429	1350893	1291760	1324895	1315628	1202376	1171246	1142543	1198672	1098402	1046395	1153327	1264000	1281093	1201138	1326548	1258682	1191485	1193418	1221110	1294049	1141439	1122583	
7100	1226557	1279657	1260707	1256959	1292375	1320267	1269739	1144641	1283001	1198557	1077208	1010420	1116768	1159717	1196228	1140064	1171961	1231279	1193612	1223295	1287924	1379702	1136470	1100695	1071208	1113103	1143498	1079023	1076618	1116389	1067384	1075412	1127341	1220778	1065567	980827.3	1011178	1091892	1117576	1087462	1114423	1188349	1098415	1030513	1059668	1068288	1024950	911334.3	1011157	1100910	1114673	1075757	1098433	1126004	1101199	1104849	1051166	1083483	1000202	942691	1081794	1194093	1238147	1152642	1151828	1161831	1130594	1114626	1085217	1163895	1038868	978261	1154720	1303670	1346296	1292094	1319794	1314660	1186013	1164823	1147343	1209221	1105678	1040976	1172658	1261751	1280458	1208120	1317034	1273835	1179944	1192600	1219284	1288865	1155767	1117812	
7120	1222923	1275328	1249507	1257006	1301118	1322569	1275870	1139053	1277976	1204327	1081512	1007904	1120306	1160518	1190005	1134582	1177789	1228023	1196306	1217891	1293047	1379184	1136400	1098976	1064509	1117822	1138048	1088446	1068193	1118360	1066357	1080864	1125555	1216381	1061975	989332.7	1014611	1103027	1123929	1080405	1112777	1186436	1098218	1037214	1056746	1081609	1032835	907544.3	1009208	1103072	1116226	1076124	1128628	1125346	1093598	1098863	1045583	1089373	1006692	937982.7	1091097	1185626	1245043	1148179	1146196	1165860	1128292	1120188	1070427	1159589	1029942	980800.9	1149931	1297270	1342420	1287227	1319780	1309959	1201408	1167274	1154452	1196122	1105441	1044905	1170346	1255966	1278764	1217950	1319482	1283807	1195095	1194102	1210245	1289908	1135572	1130830	
7139	1219114	1281777	1255360	1274434	1294126	1318591	1282162	1143306	1282141	1207779	1086520	1014391	1117252	1156950	1199970	1129549	1172293	1230439	1196211	1215374	1289839	1373551	1132898	1089842	1058181	1125043	1139146	1100657	1070378	1118753	1069910	1073394	1121152	1215980	1064126	980121.7	1009279	1094401	1123034	1096138	1110240	1181108	1102443	1032376	1066854	1081648	1030273	912721.3	1012607	1105753	1111896	1105444	1134752	1123815	1101040	1094148	1047690	1084955	1014493	948534.7	1089124	1196464	1244792	1152267	1145285	1166051	1129569	1115903	1077758	1162127	1027537	977250.3	1148330	1300763	1336476	1300803	1323279	1312899	1189217	1168387	1143351	1205369	1105666	1046563	1170075	1265394	1269480	1241247	1324061	1303620	1181147	1199049	1204826	1284866	1146399	1115632	
7160	1210348	1273617	1249648	1276883	1279121	1323191	1279525	1143742	1285165	1205386	1079572	1010332	1127747	1167991	1209974	1131529	1162229	1231320	1204414	1222477	1288191	1371438	1163668	1098627	1054651	1120263	1138190	1127440	1074262	1128339	1071996	1063525	1127873	1212791	1069405	981123	1015808	1094856	1125581	1113982	1107457	1190075	1105745	1036907	1061524	1078407	1032121	907164.7	1011898	1101131	1116091	1123840	1140193	1121629	1101382	1090993	1048837	1090112	1013682	949853.3	1091066	1186690	1244416	1146577	1146784	1163293	1129440	1108224	1073511	1162719	1032559	982289	1151351	1291479	1349806	1292092	1308833	1301439	1198735	1168399	1147944	1201905	1105836	1049667	1166048	1257628	1272198	1258837	1313816	1316247	1184592	1185383	1210535	1288948	1144739	1120118	
7179	1216808	1272849	1253126	1282429	1277443	1320744	1297092	1145460	1278212	1195703	1088515	1007608	1131578	1159176	1209390	1135821	1166954	1222323	1207331	1216822	1291660	1364965	1167296	1098979	1056687	1126237	1133674	1132475	1075278	1145580	1075757	1077757	1125945	1210977	1063868	982208.3	1020758	1109530	1130071	1135771	1121217	1186273	1098543	1035444	1058808	1085148	1017984	906326.7	1012613	1108029	1113301	1134838	1136698	1124872	1094147	1081403	1046397	1092345	1010098	939215.4	1094858	1196318	1241884	1154677	1137668	1161870	1131068	1105503	1076912	1155965	1029545	982242.7	1138035	1287083	1341269	1290047	1307705	1287683	1195463	1167696	1146113	1199066	1108866	1045215	1167296	1258305	1269723	1256905	1309986	1307641	1185342	1194905	1210027	1291583	1147298	1125407	
7200	1220934	1273353	1244926	1280943	1279713	1320416	1297360	1138633	1278267	1201827	1078947	1003566	1125542	1161322	1217784	1117537	1154107	1225702	1216372	1210502	1291635	1373215	1170558	1098827	1051101	1116957	1149580	1126945	1086167	1158314	1068379	1076765	1123980	1202493	1062027	982824.7	1018025	1097857	1133444	1130680	1108938	1187948	1096698	1024396	1058575	1074423	1016844	912310.3	1007193	1103749	1120982	1124157	1134131	1126962	1096485	1087459	1047676	1091786	1017503	948895	1085213	1195360	1250127	1144340	1139305	1163505	1137467	1117403	1073224	1147884	1027478	977784.7	1148310	1280383	1354285	1282164	1301693	1297057	1196680	1165119	1145450	1194991	1110132	1051781	1159299	1263573	1273365	1259239	1302880	1315612	1195715	1177620	1195600	1281837	1142792	1117852	
7220	1217237	1270970	1247950	1277770	1278615	1313047	1296177	1146297	1280717	1197558	1084859	1010278	1132394	1162088	1219770	1132533	1156876	1225795	1231080	1215653	1293821	1368890	1164352	1088480	1052835	1120516	1133394	1119839	1110208	1158810	1075877	1074656	1116863	1202162	1057749	972896.4	1017115	1096224	1124780	1132360	1106852	1186591	1105774	1036267	1064033	1073577	1022180	909842.6	1016870	1104810	1117885	1122691	1135287	1123559	1104524	1074701	1043524	1091565	1008604	941561.4	1086786	1197949	1243592	1146315	1138972	1164420	1134467	1108204	1080455	1145041	1021560	977553.4	1145829	1285010	1338743	1284020	1295672	1301387	1193495	1168864	1140894	1203036	1109135	1039640	1175744	1267459	1268639	1253991	1308288	1303451	1185925	1186990	1198956	1281991	1149917	1123265	
7241	1224323	1274166	1249687	1271231	1274795	1312315	1291770	1141625	1281309	1199214	1082974	1007576	1135656	1170021	1220775	1129308	1154229	1213039	1233247	1213504	1285667	1362406	1164844	1094784	1059945	1116413	1135278	1124218	1111668	1164211	1070515	1066899	1125067	1207481	1058552	979068.1	1024663	1099519	1124777	1122780	1112994	1183084	1101169	1024419	1058385	1073186	1025693	902602.3	1012324	1103295	1126008	1115249	1121227	1127207	1102214	1082215	1053127	1085510	1003915	939834.4	1088057	1192283	1241574	1144290	1134491	1159920	1137763	1107919	1077625	1150494	1032301	977567	1133733	1284472	1349589	1275821	1293299	1296628	1200466	1167310	1147760	1196600	1110866	1046272	1158408	1260541	1274268	1257816	1306043	1304755	1186094	1207618	1191140	1271916	1151753	1117188	
7262	1214428	1274861	1253460	1259432	1267630	1320267	1303920	1145437	1283984	1196684	1068875	1002521	1131098	1169724	1220203	1117545	1148392	1210126	1232356	1205524	1286331	1359248	1163619	1092641	1054097	1122761	1139713	1115907	1109801	1161219	1077390	1066465	1116913	1204262	1061472	982934.7	1024728	1088227	1134160	1117100	1102151	1189411	1108758	1026726	1064797	1062407	1011681	907328.3	1008673	1094048	1120184	1112684	1111467	1128790	1099593	1078365	1048105	1088813	1010240	942665.9	1085472	1193150	1245462	1130765	1130632	1158028	1130313	1094739	1068834	1148982	1020664	972653	1138652	1278153	1361764	1263900	1290695	1289409	1204246	1170317	1153877	1192778	1108843	1036136	1164276	1259771	1271909	1245841	1304894	1298439	1192601	1207358	1188505	1278255	1144342	1120632	
7281	1220126	1274272	1252085	1260207	1263856	1314763	1302621	1140236	1281270	1195137	1076765	1011881	1130656	1169533	1229758	1118091	1149228	1205360	1231752	1197799	1280328	1349481	1156815	1102189	1050756	1116787	1128871	1116796	1101467	1156790	1077415	1070525	1120212	1191970	1059195	978411.4	1020810	1089708	1122526	1116096	1106511	1206600	1118259	1027091	1054933	1072507	1015372	914549.3	1014897	1092657	1129806	1106726	1113714	1139102	1104609	1085019	1040180	1086525	1006482	937754	1079163	1193915	1246523	1134489	1132615	1163720	1138001	1091674	1081674	1151565	1026072	980904.6	1135560	1281721	1358012	1275664	1284531	1290683	1199595	1163060	1146676	1196404	1098410	1032156	1156425	1259286	1268361	1247296	1302788	1295750	1195265	1215770	1192086	1280858	1152995	1120823	
7302	1216698	1280739	1241598	1254507	1268562	1310646	1300414	1143057	1280920	1199238	1077068	1012688	1141437	1169883	1216375	1112607	1144981	1214223	1232808	1200137	1288416	1350822	1157114	1094607	1053864	1114609	1137342	1113893	1107746	1149465	1078338	1066678	1116859	1197258	1063323	984328	1032458	1091457	1126729	1106910	1104125	1231386	1138050	1033936	1057615	1080542	1014039	913463.1	1010833	1095019	1125658	1113597	1107755	1164808	1106107	1086478	1045881	1080308	1003002	942495.3	1088483	1201816	1240447	1137673	1129839	1174265	1138352	1088542	1076324	1152219	1017740	972510.9	1137697	1280222	1370330	1260727	1285648	1284672	1203058	1163915	1147328	1190611	1100498	1041367	1160013	1261219	1270208	1236849	1298130	1294182	1210915	1210816	1191683	1279649	1158097	1125236	
7321	1211148	1282622	1243834	1245730	1264220	1331511	1300198	1144688	1291556	1206846	1076419	1012216	1131182	1166211	1220084	1112278	1141098	1214338	1234734	1198249	1286221	1348003	1157275	1101731	1053280	1117158	1139636	1105668	1100932	1153906	1073578	1069322	1114422	1199547	1065615	981310.7	1027978	1079870	1125559	1110931	1096871	1240561	1134871	1024529	1051507	1081854	1009376	906998.6	1015660	1093814	1134003	1102330	1106874	1171255	1105703	1081003	1056175	1086743	1001805	945502	1091658	1198783	1241436	1138404	1130536	1208530	1131957	1080241	1075228	1148457	1022216	976526	1139339	1279238	1384816	1263844	1278232	1301322	1204623	1163537	1147738	1191747	1101657	1045837	1158572	1268527	1275880	1232062	1307472	1294359	1215818	1210287	1192484	1288530	1155064	1123751	
7342	1209765	1285635	1246920	1247979	1262720	1323837	1297152	1138775	1289163	1197578	1080563	1007633	1124253	1168123	1212608	1113035	1137562	1213076	1238684	1189732	1274822	1345371	1154227	1092002	1047426	1112346	1133092	1095115	1101684	1155715	1083099	1072416	1124577	1200315	1064666	980354.4	1026988	1087233	1121345	1101914	1100494	1230090	1127271	1032851	1060265	1097170	1006896	900141.1	1014257	1089240	1137408	1101802	1101988	1169553	1112139	1079562	1049556	1090963	1001699	943511.7	1089900	1186968	1235763	1122986	1135350	1218673	1128633	1083758	1087092	1151019	1027308	973990.6	1129124	1278267	1388299	1252943	1279560	1294316	1209998	1166047	1149330	1179806	1103023	1042022	1153919	1266702	1281895	1226294	1306169	1280537	1221104	1208849	1184568	1279846	1152916	1126970	
7362	1220115	1288460	1236405	1239853	1267717	1332620	1301857	1141152	1291728	1191511	1076032	1014456	1130844	1164130	1206461	1120207	1134153	1209154	1224263	1187488	1275891	1342777	1152422	1092321	1049805	1109756	1143326	1098774	1090378	1154390	1069557	1066651	1117195	1197055	1060726	982298.4	1022047	1083455	1124152	1097342	1116650	1220968	1127981	1028833	1064940	1101644	1014364	908971.1	1014393	1095161	1137825	1087946	1096739	1174241	1113767	1079063	1052735	1081164	1006866	941904.1	1088885	1196686	1232627	1126213	1122778	1200373	1131505	1080512	1082937	1150686	1021567	978582.6	1126572	1271619	1379715	1254012	1274796	1285434	1198077	1162298	1140535	1180076	1103994	1047571	1156139	1259922	1278825	1215917	1312129	1283281	1218647	1203293	1184297	1288609	1149293	1112503	
